"Subject_ID","Trait_4","Trait_5","Trait_6","Trait_7","Trait_8","Trait_9","Trait_10","Trait_11","Trait_12","Trait_13","Trait_14","Trait_15","Trait_16","Trait_17","Trait_18","Trait_19","Trait_20","Trait_21","Trait_22","Trait_23","Trait_24","Trait_27","Trait_28","Trait_29","Trait_30","Trait_31","Trait_33","Trait_34","Trait_35","Trait_36","Trait_37","Trait_40","Trait_44","Trait_45","Trait_46","Trait_47","Trait_50","Trait_53","Trait_54","Trait_55","Trait_56","Trait_73","Trait_79","Trait_80","Trait_81","Trait_82","Trait_83","Trait_84","Trait_85","Trait_86","Trait_88","Trait_89","Trait_90","Trait_91","Trait_92","Trait_93","Trait_94","Trait_95","Trait_96","Trait_97","Trait_98","Trait_99","Trait_100","Trait_101","Trait_102","Trait_103","Trait_104","Trait_105","Trait_106","Trait_107","Trait_108","Trait_109","Trait_110","Trait_111","Trait_112","Trait_113","Trait_114","Trait_115","Trait_116","Trait_117","Trait_118","Trait_119","Trait_120","Trait_121","Trait_122","Trait_123","Trait_124","Trait_125","Trait_126","Trait_127","Trait_128","Trait_135","Trait_138","Trait_139","Trait_140","Trait_143","Trait_144","Trait_145","Trait_146","Trait_147","Trait_148","Trait_149","Trait_150","Trait_151","Trait_152","Trait_153","Trait_154","Trait_155","Trait_156","Trait_157","Trait_158","Trait_159","Trait_160","Trait_161","Trait_162","Trait_163","Trait_164","Trait_167","Trait_168","Trait_169","Trait_170","Trait_171","Trait_175"
869472,110.02,97.08901,118.4332,114.7774,36,1582.5,118.67,106.9,196.88,196.88,196.88,196.88,196.88,196.88,39375,39375,39375,39375,39375,0.98444164,0.9843752,16,60,115,5,0,1,0.9583,7,136.46,144.5,13,119.58,108.76,114.96,131.54,1.27,0,1,0,1,0,1,0,0,0,0,0,1,0,2,11,59,4,59,3,54,5,62,11,60,3,51,4,58,5,61,18,10,18,58,12,55,34,64,58,10,63,5,52,1,51,5,61,12,67,7,3,52,0,0,50.1,20,16,1.84,34,1460,5,6,8,8,7,52.5,59.4,66.2,53.1,59.9,57.6,60.5,50.6,45.8,50.6,40.3,50.6,49.6,52.7,55.5,35,30,34,14,34,5
870861,120.5173,113.054,121.3197,112.628,34,1575,121.22,117.3,146.88,96.88,146.88,21.88,46.88,21.88,38125,34375,29375,14375,19375,0.26673332,0.5735679,20,56,114,6,4,0.9333,0.95,12,117.24,121.89,17,108.4,100.49,78.35,90.25,1.25,1,1,0,1,1,2,5,2,0,1,0,1,0,5,1,50,2,51,1,51,0,50,5,54,2,50,5,57,3,53,6,5,4,41,10,52,11,25,45,2,50,2,50,0,50,2,51,5,53,3,2,50,1,0,46.6,20,12,1.8,36,2030,7,7,8,7,7,48.7,47.2,56.6,51.9,49.8,46.1,36.9,56.8,64.5,50.9,50.7,55.6,37.6,51.4,35.9,41,29,37,6,32,3
871762,127.6141,123.5624,124.8534,123.9108,37,1722.5,102.91,83.82,103.13,71.88,21.88,21.88,21.88,21.88,20625,20625,19375,9375,9375,0.13274896,0.3406252,13,59,117,3,1,0.9833,0.975,7,123.73,130.38,16,104.82,93.62,101.3,114.25,1.32,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50,0,50,2,52,2,52,7,56,1,50,4,56,0,50,4,3,2,35,5,46,13,20,42,2,50,0,50,1,52,1,50,9,60,3,3,51,2,0,38.6,20,20,1.8,35,1570,6,7,8,7,7,33.3,45.8,57.2,39.6,57.3,38.5,36.6,47,56.1,55.8,57.1,55.3,37.6,41.9,44.5,35,35,31,12,32,2
871964,150.71,136.12,142.8,144.63,40,1868,103.81,91.31,196.88,196.88,196.88,190.63,178.13,121.88,39375,38125,34375,35625,31875,0.85162914,0.8757815,13,59,120,0,1,0.9833,1,8,112.66,117.39,13,105.15,96.41,98.36,108.84,1.64,2,1,0,1,0,2,0,1,0,1,0,1,0,4,9,58,6,63,5,60,5,62,14,64,4,52,3,54,0,50,12,8,20,61,7,48,31,58,57,8,61,5,54,4,63,7,67,8,59,2,3,51,0,0,47.1,20,12,1.76,39,3166,7,8,8,8,8,46.8,52.5,43.4,52.1,56.9,51.2,52.9,49.9,60.1,50,42.9,43,58.1,49.6,52.7,37,39,28,18,24,3
872562,118.416,109.6631,123.8497,116.9001,33,1430,94.92,78.35,53.13,96.88,21.88,21.88,3.13,3.13,34375,19375,1875,625,625,0.07493646,0.14739604,26,57,117,3,3,0.95,0.975,8,102.63,108.06,16,102.64,93.35,100.67,111.27,1.17,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9,56,2,51,1,50,0,50,3,50,4,52,3,56,3,54,10,4,12,52,10,53,13,35,48,6,56,3,50,0,50,4,57,5,52,3,4,54,0,0,56,20,20,1.8,36,1590,7,7,8,7,7,45.8,53.3,43.4,51.4,54.1,44.8,43.5,53.3,58.7,42.4,50.2,57.9,53.8,49.3,49.9,30,24,31,18,33,5
872764,116.18,108.15,117.52,113.51,34,1640,123.85,113.54,184.38,96.88,153.13,46.88,46.88,21.88,39375,38125,35625,30625,19375,0.30110833,0.76015645,23,60,111,9,0,1,0.925,9,89.14,100.43,16,111.68,101.11,104.36,117.64,1.24,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50,0,50,2,51,0,50,4,50,0,50,0,50,0,50,8,2,2,36,0,30,12,14,37,4,52,1,50,1,51,1,50,3,50,1,1,50,0,1,38.6,20,20,1.8,33,1720,7,4,8,8,6,40.2,47.1,53.2,49.6,51.7,42.2,42.5,57.8,74.6,66.4,58.2,45.7,49.2,44.1,35.9,35,34,38,10,35,5
873968,111.8254,100.1644,135.6653,140.0933,37,1297.5,111.11,96.12,146.88,146.88,40.63,40.63,46.88,9.38,35625,19375,19375,39375,30625,0.21491042,0.7628908,9,56,115,5,4,0.9333,0.9583,8,103.57,112.89,16,126.63,114.29,104.36,117.64,1.41,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,50,0,50,1,50,1,50,7,56,1,50,0,50,1,50,5,3,2,36,2,38,13,17,39,2,50,1,50,0,50,1,50,5,52,1,0,50,0,0,38.6,20,20,1.92,32,1665,5,7,8,4,8,44.1,40.5,43.4,51.2,45.3,48.1,45.2,46.9,62.5,58.6,54.6,61.3,50.3,39.1,54.1,42,44,26,11,32,1
876873,103.2719,85.59802,100.49,77.6927,33,1357.5,121.22,117.3,196.88,40.63,3.13,3.13,3.13,3.13,29375,625,625,625,625,0.052540626,0.07682312,119,51,99,21,9,0.85,0.825,14,80.14,91.07,11,105.81,97.29,107.14,118.23,1.32,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,50,4,59,5,58,0,50,3,50,2,50,1,51,1,50,10,0,13,53,4,43,13,30,46,3,51,7,58,3,58,3,53,2,50,1,0,50,0,0,50.1,20,12,1.84,32,2000,5,6,8,6,7,45.4,65.9,66.4,55.7,40.1,51.7,54.9,36.2,37.3,46.3,46.1,25.1,55.2,60.9,63.3,33,25,40,17,33,12
877168,109.72,94.86,119.72,110.74,37,1734.5,104.88,93.04,178.13,146.88,103.13,103.13,103.13,3.13,35625,39375,35625,19375,4375,0.41165522,0.5675783,33,57,115,5,3,0.95,0.9583,9,122.75,126.18,16,114.23,107.05,95.17,105.64,1.88,1,5,2,1,0,0,0,0,0,0,0,1,0,1,3,50,0,50,0,50,0,50,1,50,0,50,0,50,1,50,1,0,3,39,1,34,2,6,30,0,50,4,51,0,50,0,50,1,50,0,0,50,0,0,38.6,20,12,1.88,33,1534,7,4,8,7,7,40.9,42.8,43.4,46.2,46.3,43.6,44.1,54.6,62.8,68.1,55.7,62,37.6,45.9,41.5,44,36,41,13,41,3
877269,103.58,87.74,101.94,86.19,38,2122.5,111.91,97.53,146.88,46.88,46.88,21.88,9.38,21.88,30625,20625,625,625,625,0.12715,0.13710958,23,60,113,7,0,1,0.9417,11,80.7,93.9,12,105.81,94.78,99.99,112.67,1.16,0,1,0,1,0,0,0,0,0,0,0,1,0,1,7,53,3,55,6,60,1,50,2,50,4,52,2,52,0,50,7,2,16,56,6,47,10,32,47,6,56,8,62,2,55,3,53,3,50,1,2,51,0,0,38.6,20,16,1.84,39,1610,8,8,8,8,7,49.8,52,43.4,55.5,40.1,57.5,52.2,42.1,38.6,48.8,36.2,39.7,52,69.8,58.3,35,22,38,13,23,3
878574,114.81,105.63,122.72,120.18,38,1512.5,111.63,96.86,96.88,71.88,71.88,34.38,34.38,21.88,34375,30625,29375,14375,4375,0.1974625,0.46380228,22,60,116,4,0,1,0.9667,11,103.57,112.89,16,102.64,91.1,96.72,109.31,1.26,0,5,2,1,0,2,0,2,0,0,0,1,1,5,11,59,1,50,5,58,4,58,10,59,10,61,2,52,0,50,13,9,17,57,12,55,27,56,56,7,58,8,62,4,60,2,51,10,61,3,4,54,0,0,51.1,20,10,1.84,36,2082.5,7,6,8,7,8,72.3,64.6,63.6,69.4,59.3,60.6,60.4,37.9,47.9,36.8,37,39.8,62.1,52.7,54.1,28,24,31,22,17,4
878776,129.4519,125.1124,123.015,120.6382,39,1395,149.88,139.3,196.88,96.88,46.88,21.88,21.88,3.13,38125,38125,29375,38125,19375,0.1443375,0.79309916,22,57,103,17,3,0.95,0.8583,7,113.85,121.89,16,118.28,107.86,106.57,120.15,1.31,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,50,1,50,2,51,5,62,5,51,6,54,3,56,7,67,18,6,6,43,16,59,28,50,54,4,52,4,51,1,51,3,53,8,57,5,6,59,1,0,38.6,20,16,1.8,36,1560,6,7,8,8,7,52.2,55.9,55,42.6,56.9,44.8,49.2,52.3,57.7,46.5,48.4,47.6,50.4,63.3,48.2,25,26,33,17,35,4
878877,126.5767,122.2742,132.6469,134.0624,37,1540,118.67,106.9,159.38,96.88,46.88,21.88,46.88,21.88,35625,30625,19375,14375,18125,0.20605625,0.50117207,23,60,117,3,0,1,0.975,10,66.49,84.63,17,111.54,101.01,98.73,111.27,1.53,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50,0,50,1,51,2,52,0,50,1,50,0,50,0,50,5,2,1,31,1,34,7,9,34,2,50,2,50,0,50,0,50,0,50,0,2,50,0,0,38.6,20,10,1.8,37,2030,7,7,8,8,7,42.8,56.6,43.4,42.9,40.1,46.4,55.9,48.3,51.7,48.1,40.3,58.8,51.6,55.1,54.1,32,28,32,13,30,6
880157,124.4665,118.1972,123.1615,115.2245,38,1140,137.25,136.19,184.38,178.13,140.63,146.88,46.88,15.63,35625,31875,30625,30625,6875,0.40410313,0.6332033,11,60,116,4,0,1,0.9667,8,117.24,121.89,17,112.09,104.74,93.9,104.63,1.26,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,50,1,50,0,50,0,50,0,50,0,50,1,0,0,30,0,30,2,2,26,0,50,0,50,0,50,0,50,0,50,0,0,50,3,0,38.6,20,10,1.92,39,1750,8,8,8,7,8,47.5,40.5,43.4,51.2,50.5,46.1,49.4,64.3,60.5,63.3,52.7,49.8,49.6,52.7,44.3,39,32,38,8,31,5
882161,114.157,102.5672,109.4431,94.3036,36,1595,100.29,86.51,196.88,128.13,21.88,21.88,9.38,21.88,39375,36875,39375,625,625,0.13743646,0.3953127,40,58,117,3,2,0.9667,0.975,9,117.24,121.89,16,119.7,112.33,109.35,121.06,1.45,0,1,0,1,1,1,0,0,0,0,1,1,0,1,3,50,1,50,1,50,0,50,5,51,3,51,3,56,1,50,7,3,5,42,7,48,12,24,44,1,50,4,51,1,51,1,50,6,53,2,5,56,2,0,54.3,20,12,1.84,33,2730,5,7,8,6,7,40.8,52.7,58.4,43.7,44.8,45,42.9,45.2,50.9,50,46.1,47.7,53.7,54.2,52.8,32,30,34,15,34,3
884064,126.5796,120.4796,119.8196,110.8978,36,1592.5,109.05,98.75,121.88,40.63,46.88,21.88,21.88,34.38,36875,34375,19375,29375,19375,0.15957187,0.65338564,16,60,119,1,0,1,0.9917,7,93.3,100.43,17,106.66,98.5,108.94,120.45,1.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,12,60,4,59,3,54,2,51,6,53,6,54,1,51,0,50,7,4,19,59,7,48,15,41,51,11,65,5,52,0,50,5,61,3,50,1,4,54,0,1,46.6,20,10,1.84,39,2090,8,7,8,8,8,59,59.8,43.4,50.4,46.3,57.5,52.4,47.4,40.1,40.4,31.2,31.6,68,63.6,56.5,32,26,38,29,22,6
884973,111.5036,97.28947,102.588,81.95576,29,1282.5,99.14,84.87,196.88,53.13,9.38,3.13,3.13,3.13,39375,29375,4375,35625,9375,0.059311457,0.5550783,115,58,110,10,2,0.9667,0.9167,13,84.01,93.9,12,92.32,81.21,100.74,111.3,1.44,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,50,0,50,0,50,0,50,1,50,0,50,0,50,2,51,2,0,3,39,2,38,3,8,32,2,50,2,50,0,50,0,50,0,50,0,0,50,0,0,38.6,20,16,1.84,33,1611,5,6,8,8,6,52.5,53,43.4,44.8,49.8,54.3,53.7,56.1,37.4,49.1,50.2,53.1,54.5,33.5,35.9,32,25,41,7,34,10
885975,124.94,120.31,120.14,117.44,39,1431,108.59,92.31,196.88,59.38,9.38,28.13,3.13,3.13,35625,31875,35625,21875,625,0.08574375,0.54166687,21,60,119,1,0,1,0.9917,7,60.09,80.79,16,107.24,96.4,108.29,122.21,1.44,2,1,0,1,0,0,0,0,0,0,0,1,0,1,7,53,4,59,4,56,1,50,9,58,0,50,1,51,0,50,8,5,15,55,1,34,18,34,48,6,56,1,50,2,55,4,57,6,53,2,0,50,1,0,51.1,20,16,1.68,39,1747,7,8,8,8,8,52.6,48.1,43.4,55.1,51.7,49.4,51.4,43.6,47.6,37.9,40.3,46.8,57.6,41.8,54.1,31,34,20,19,22,5
886674,132.6527,128.5668,123.8137,122.0294,33,1760,94.92,72.46,159.38,128.13,121.88,103.13,78.13,40.63,39375,39375,39375,38125,38125,0.41946772,0.9656252,9,53,117,3,7,0.8833,0.975,14,89.14,100.43,16,136.02,120.21,92.17,104.63,1.42,3,1,2,5,0,0,0,0,0,0,0,1,0,1,10,60,3,54,6,62,3,55,8,57,6,54,3,54,1,50,8,6,19,61,10,52,19,48,54,7,59,4,52,5,66,1,50,8,59,4,3,51,1,0,59.1,20,12,1.92,39,1810,7,8,8,8,8,57.1,55.1,57.6,52.9,54.4,57.4,54.7,47,43.1,50,40.3,46,60.4,52,51.6,24,37,23,22,23,5
887373,129.62,123.76,117.03,106.7,38,1833,124.18,120.55,196.88,146.88,153.13,96.88,96.88,46.88,39375,39375,39375,39375,38125,0.48313957,0.9765627,15,56,117,3,4,0.9333,0.975,8,107.32,112.89,16,117.28,110.62,114.12,127.09,1.37,0,1,0,1,0,0,0,0,0,0,0,0,0,0,14,63,3,55,11,70,2,51,18,73,4,52,2,52,1,50,9,7,28,66,7,48,29,64,58,14,70,7,58,7,67,5,61,10,61,1,2,51,0,0,38.6,20,12,1.76,37,1856,8,7,8,6,8,47.5,38,43.4,46,46.3,55,59.9,34.3,40.9,46.1,48.4,37.4,62.1,46.8,53,34,31,26,31,16,5
888678,135.7456,128.7075,128.6579,124.7169,38,1522.5,137.25,136.19,190.63,171.88,171.88,96.88,78.13,46.88,36875,34375,29375,24375,15625,0.46686354,0.6352867,15,56,115,5,4,0.9333,0.9583,9,112.66,117.39,17,97.88,88,93.9,104.63,1.07,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50,2,51,1,51,1,50,0,50,5,53,4,56,4,56,3,1,3,38,13,55,4,20,42,1,50,0,50,0,50,1,50,1,50,1,7,58,1,0,56.2,20,10,1.8,38,1985,6,8,8,8,8,41.9,36.6,68,41.4,46.5,38.5,42.5,65.8,60.1,50,44.4,42.8,43.1,38.2,35.9,29,33,41,5,28,2
889579,122.97,116.31,123.75,116.57,37,1696.5,120.18,116.16,190.63,171.88,146.88,96.88,96.88,21.88,39375,19375,39375,38125,30625,0.45280105,0.8562502,23,59,116,4,1,0.9833,0.9667,9,102.63,108.06,16,119.39,112.21,89.75,100.3,1.32,0,1,0,1,0,0,0,0,0,0,0,0,0,0,10,60,4,57,1,51,0,50,12,61,5,53,2,51,1,50,8,2,15,58,8,49,20,43,52,6,57,4,52,0,50,5,60,8,59,2,3,51,0,0,38.6,20,16,1.76,34,2020,6,6,8,6,8,48.7,49,43.4,49,56.9,49.4,54,48,51.2,46.5,43.4,44.6,53.7,38.5,48.7,27,27,32,13,29,6
891667,109.1613,95.97207,113.7421,108.4044,39,1485,104.06,85.5,146.88,196.88,165.63,96.88,46.88,96.88,29375,39375,29375,19375,30625,0.47011876,0.68958354,34,59,110,10,1,0.9833,0.9167,9,85.26,96.99,16,94.96,82.83,98.29,110.79,1.29,1,1,0,1,0,0,0,0,0,0,0,0,0,0,5,52,2,51,0,50,3,55,12,61,4,52,5,57,5,60,10,3,7,47,14,56,25,46,53,2,50,3,51,0,50,5,60,8,59,2,9,62,1,0,51.1,20,12,1.92,36,1755,6,6,8,8,8,38.9,59.4,43.4,46.3,46.4,38.9,54.3,34.1,59.1,62.5,55.7,44.7,57.8,49.5,54.2,32,18,36,15,38,2
894067,122.6249,116.0869,108.3378,92.17383,32,1580,133.26,131.33,196.88,96.88,196.88,21.88,21.88,21.88,39375,39375,39375,39375,39375,0.261525,0.9843752,20,57,119,1,3,0.95,0.9917,10,117.24,121.89,16,117.18,110.49,101.08,111.73,1.32,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,50,1,50,2,50,5,53,0,50,1,50,7,3,0,30,6,47,10,16,40,1,50,2,50,0,50,0,50,4,52,3,3,51,1,0,46.6,20,16,1.8,33,2070,6,6,8,7,6,51.3,36.6,43.4,54.4,57.5,43.6,47.4,61.6,23.7,51.9,50.2,66.5,37.6,33.5,35.9,28,25,39,10,36,6
894673,117.75,108.68,109.89,95.28,34,2024.25,104.79,92.93,178.13,96.88,96.88,21.88,21.88,21.88,38125,39375,19375,19375,9375,0.19629063,0.5204429,22,57,118,2,3,0.95,0.9833,8,122.75,126.18,16,106.37,98.1,105.46,116.32,1.21,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,50,0,50,2,51,0,50,4,50,5,53,0,50,0,50,6,1,4,40,5,46,10,19,40,2,50,3,50,2,55,1,50,4,51,1,2,51,0,0,38.6,20,12,1.8,36,2746,8,6,8,6,8,36.9,40.5,55,49.6,56,39.4,40.8,46.8,60.1,68.2,60.2,44.2,47.4,50.1,35.9,32,23,38,11,29,3
894774,135.7891,130.2957,140.8151,146.5971,38,1040,145.54,137.14,121.88,90.63,21.88,9.38,3.13,3.13,30625,29375,24375,14375,9375,0.07103021,0.46184915,16,53,109,11,7,0.8833,0.9083,11,108.26,117.39,16,109.9,99.42,105.63,119.21,1.14,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,50,0,50,0,50,0,50,0,50,1,50,0,50,3,53,1,0,0,30,4,44,1,5,29,1,50,0,50,0,50,0,50,0,50,0,1,50,1,0,38.6,20,12,1.84,37,1300,5,8,8,8,8,31.6,36.6,43.4,32.9,40.1,34.2,26.4,54.1,64.5,53.6,58.5,54.1,37.6,49.5,35.9,37,37,36,2,39,1
896778,113.84,102.01,119.28,110.04,32,1468,110.33,100.95,159.38,96.88,21.88,46.88,9.38,21.88,39375,35625,9375,38125,9375,0.14980625,0.62421894,28,58,113,7,2,0.9667,0.9417,8,122.75,126.18,12,111.89,104.52,94.08,104.78,1.27,0,1,0,1,0,0,0,0,0,0,0,1,0,4,0,50,0,50,1,50,0,50,4,50,4,52,0,50,2,51,4,2,1,32,6,47,8,15,38,3,51,0,50,1,51,0,50,3,50,1,2,51,0,0,38.6,20,16,1.72,36,1435,6,8,8,8,6,44.2,58.5,52.2,46.7,40.1,39.8,50.1,45.1,62.8,50,52.7,44,37.6,33.5,44.6,27,19,32,17,30,7
896879,112.97,100.07,104.93,85.63,36,1602.5,110.91,101.68,146.88,153.13,78.13,21.88,21.88,3.13,38125,31875,29375,19375,19375,0.1694677,0.6095054,28,60,114,6,0,1,0.95,11,107.32,112.89,13,122.4,114.67,120.55,136.24,1.42,1,5,1,1,1,2,5,2,0,0,0,1,0,4,0,50,1,50,0,50,1,50,2,50,5,53,4,56,5,60,7,3,1,31,14,56,10,25,45,1,50,2,50,0,50,0,50,2,50,1,7,58,0,0,48.7,20,10,1.92,33,1690,6,7,6,8,6,49,50,70.2,44,40.1,41.4,43.6,48,55,48.1,44.4,59.3,37.6,52.7,54.1,26,23,34,13,30,3
898176,110.6268,96.05547,125.9386,120.3815,34,2992.5,121.22,117.3,140.63,96.88,96.88,46.88,90.63,46.88,30625,35625,25625,30625,15625,0.36738437,0.6625002,17,59,111,9,1,0.9833,0.925,6,102.63,108.06,16,134.18,121.54,104.49,115.24,1.24,3,1,1,5,1,0,0,0,0,0,0,1,0,3,8,56,3,54,2,52,1,50,12,61,4,52,4,56,0,50,6,5,13,55,8,49,19,40,51,6,57,4,52,0,50,4,57,8,59,3,3,51,1,0,38.6,20,16,1.92,38,1995,7,8,8,8,7,49,51.9,52.2,52.9,52.6,48.2,57.7,41.5,48.8,50.6,40.7,62,52,45.2,35.9,34,24,32,24,28,12
899885,126.67,122.44,120.11,117.39,39,1598.75,121.9,111.37,171.88,96.88,96.88,46.88,96.88,96.88,39375,30625,39375,39375,30625,0.44537917,0.9023439,33,58,112,8,2,0.9667,0.9333,7,108.26,117.39,16,113.75,103.49,108.71,122.68,1.56,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9,56,2,51,1,50,2,51,6,53,6,54,0,50,2,51,8,6,12,52,8,50,16,36,49,7,58,4,51,0,50,5,61,3,50,2,3,52,1,0,47.3,20,10,1.76,37,1685,8,6,8,7,8,56.6,60.3,68.2,53.7,50.4,48.7,51.7,48.7,41.7,43.2,37.3,40.7,57.8,49.1,55.7,31,20,40,17,16,8
901038,108.9036,93.67242,105.5723,86.79604,35,1502.5,128.25,126.24,90.63,90.63,46.88,46.88,46.88,46.88,38125,30625,19375,18125,35625,0.2508479,0.6425783,17,58,118,2,2,0.9667,0.9833,8,102.63,108.06,12,115.12,108.23,88.43,99.12,1.29,3,1,0,5,1,2,0,0,0,0,1,1,0,3,2,50,1,50,1,51,1,50,4,52,5,53,2,51,0,50,6,4,4,41,7,48,11,22,43,3,51,0,50,1,52,1,50,6,55,3,4,52,0,0,51.1,20,20,1.8,37,1610,8,8,8,6,7,61.9,51.4,66.6,54.4,54.4,42.6,45,51.2,52.6,48.1,42.9,49.8,56.2,33.5,44.3,32,25,38,15,33,7
901139,112.21,101.06,117.01,112.78,34,1357.5,126.83,118.08,190.63,128.13,159.38,96.88,96.88,71.88,38125,36875,34375,36875,36875,0.5130875,0.9108075,19,57,116,4,3,0.95,0.9667,8,118.14,126.18,16,113.5,103.23,107.6,121.16,1.63,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,50,0,50,0,50,0,50,1,50,2,50,0,50,0,50,3,0,1,32,2,38,4,7,31,2,50,1,50,0,50,1,50,1,50,1,1,50,0,0,38.6,20,16,1.76,36,1606.5,7,7,8,8,6,42.4,41.4,43.4,51.4,54.7,48.7,45.9,54.2,57.1,51.9,50.2,66.5,37.6,39,35.9,38,28,38,15,35,1
901442,125.1485,118.8831,123.1737,115.3004,38,1445,111.11,102.2,103.13,21.88,3.13,3.13,3.13,3.13,25625,38125,30625,19375,20625,0.034571875,0.62877625,28,57,113,7,3,0.95,0.9417,7,102.63,108.06,16,118.42,111.49,105.53,116.38,1.39,0,1,0,1,0,0,0,0,0,0,0,1,0,2,4,50,0,50,1,50,1,50,6,53,1,50,0,50,1,50,9,3,5,42,2,38,16,23,43,1,50,5,52,0,50,0,50,6,53,2,1,50,1,0,38.6,20,20,1.8,34,1665,7,5,8,6,8,44.2,44.8,43.4,49,40.1,34.2,45.4,45,62.5,62.9,61.6,41.3,52,47.8,48.3,31,21,31,14,38,6
902242,123.3236,116.6231,121.7991,113.4018,38,2210,114.52,107.94,196.88,190.63,190.63,171.88,146.88,46.88,39375,38125,31875,23125,19375,0.67910314,0.6757814,23,59,118,2,1,0.9833,0.9833,8,102.63,108.06,17,107.98,100.05,105.92,117.08,1.17,0,1,0,1,0,0,0,0,0,0,0,1,0,1,2,50,0,50,2,52,0,50,12,65,1,50,0,50,1,51,5,2,4,43,2,42,17,23,46,5,55,2,50,0,50,0,50,8,60,1,0,50,0,0,60.3,20,20,1.8,33,2010,6,4,8,7,8,49.8,47.2,43.4,48.5,58.6,44.1,48.6,50.1,57.1,50,54.1,48.2,47.4,45.9,46.5,29,39,21,20,28,4
904044,112.31,98.84,116.3,105.93,36,1856.5,110.33,100.96,96.88,71.88,71.88,21.88,21.88,46.88,29375,19375,19375,9375,9375,0.1943375,0.3531252,29,60,116,4,0,1,0.9667,9,88.33,96.99,17,111.24,103.98,111.92,124.18,1.23,0,1,0,1,0,0,0,0,0,0,0,1,0,2,1,50,0,50,1,50,0,50,1,50,0,50,0,50,2,51,7,2,2,36,2,38,8,12,35,2,50,1,50,1,51,1,50,2,50,1,0,50,0,0,38.6,20,12,1.76,38,2043,8,7,8,7,8,28.6,36.6,43.4,46,40.1,34.2,37.3,58.6,74.6,66.3,65,50.6,44.9,33.5,35.9,41,25,41,13,35,3
905147,128.0415,122.1423,116.1135,105.5709,37,1650,124.27,120.69,190.63,196.88,190.63,190.63,109.38,115.63,39375,39375,39375,39375,39375,0.71868646,0.9843752,16,59,119,1,1,0.9833,0.9917,7,102.63,108.06,17,107.48,99.5,100.99,111.62,0.97,0,1,0,1,0,0,0,0,0,0,0,1,0,1,2,50,0,50,0,50,1,51,7,57,1,50,0,50,0,50,4,1,2,38,1,38,12,15,41,3,51,2,50,0,50,1,50,4,52,1,1,51,1,1,38.6,20,16,1.84,37,2010,6,7,8,8,8,57,53,52.2,46,40.1,46.1,50.9,43,51.2,52.2,50.2,48.7,47.4,55.1,48.8,32,30,27,14,30,2
907656,111.3878,97.10982,112.2165,99.90405,36,1780,115.83,109.72,84.38,84.38,59.38,46.88,59.38,34.38,9375,9375,4375,10625,10625,0.26256666,0.23632833,29,59,116,4,1,0.9833,0.9667,7,112.66,117.39,14,114.97,108,93.54,104.2,0.93,0,1,0,1,1,3,0,0,0,0,5,1,0,1,4,50,2,51,1,50,0,50,10,59,3,51,3,56,1,50,8,2,7,45,7,48,18,32,47,2,50,4,51,0,50,3,53,9,59,3,3,52,1,0,46.6,20,12,1.8,39,1620,7,8,8,8,8,49,66.2,66,45.7,40.1,48.1,52.9,46.5,44,46.5,48.4,39.8,57.8,56.8,54.1,27,20,24,18,21,4
908860,135.9465,130.3199,130.8818,132.7445,38,1550,114.52,101.27,196.88,190.63,140.63,96.88,46.88,21.88,39375,38125,30625,25625,14375,0.36660314,0.6601564,19,60,117,3,0,1,0.975,7,136.46,144.5,16,114.97,104.75,99.9,112.59,1.47,1,5,1,1,0,1,0,0,1,0,0,1,0,3,12,62,3,54,3,55,5,62,16,67,7,57,3,54,5,60,14,9,18,60,15,57,35,68,60,9,63,6,58,2,57,6,64,11,63,4,4,52,0,0,38.6,20,10,1.88,32,1650,6,5,8,6,7,60.4,68.2,43.4,46.4,46.5,57.6,43.6,49.7,47.5,43.9,42.7,47.4,49.6,56.4,47,30,40,11,34,24,3
